collection_name,dataset_name,Seed,affiliation_f1,affiliation_f1_gt_contamination,roc_vus,pr_vus,fbeta,fbeta_05,fbeta_2,Time fit (s),Time predict (s),Peak memory fit (KiB),Peak memory predict (KiB)
KDD-TSAD,068_UCR_Anomaly_DISTORTEDinsectEPG4,0.0,0.7352934557361686,0.8899578194308527,0.6627566175248522,0.0165553520891435,0.0114285714285714,0.0074074074074074,0.025,0.64138,0.30058,815.65723,2407.36719
KDD-TSAD,069_UCR_Anomaly_DISTORTEDinsectEPG5,0.0,0.7384413346840779,0.1804696814384567,0.8908189203477125,0.0588937750170411,0.0,0.0,0.0,0.77265,0.40384,1286.66211,2414.39844
KDD-TSAD,070_UCR_Anomaly_DISTORTEDltstdbs30791AI,0.0,0.6720924754367577,0.7005645944783551,0.7197562322344064,0.0939119397731513,0.0302769654223292,0.0194243333921949,0.0686106346483705,1.05153,1.92151,4675.0498,12779.47656
KDD-TSAD,071_UCR_Anomaly_DISTORTEDltstdbs30791AS,0.0,0.6713566657668245,0.7186840522335648,0.6796004843705016,0.1146292009208097,0.0347368421052631,0.0222972972972973,0.0785714285714285,0.91817,2.14874,6000.85742,12525.04688
KDD-TSAD,072_UCR_Anomaly_DISTORTEDltstdbs30791ES,0.0,0.6754866954676619,0.7573059949505802,0.5223750446117724,0.0051204668613295,0.0,0.0,0.0,1.09073,1.8168,5257.56445,12525.04688
KDD-TSAD,073_UCR_Anomaly_DISTORTEDpark3m,0.0,0.6744878726571136,0.6994777166059564,0.6329333139634808,0.0154113134139553,0.0222578919208132,0.0143073325079103,0.0500963391136801,2.03147,3.27273,14595.53516,20454.73438
KDD-TSAD,074_UCR_Anomaly_DISTORTEDqtdbSel1005V,0.0,0.6603208686223754,0.6284182606788511,0.5464960232523705,0.0152619029884045,0.0119970007498125,0.0081059173196433,0.023072486060373,0.7657,1.17224,1344.76074,8220.58594
KDD-TSAD,075_UCR_Anomaly_DISTORTEDqtdbSel100MLII,0.0,0.6690490112868264,0.6949322725702756,0.5197347027570326,0.0169314421165266,0.0194117647058823,0.0133064516129032,0.0358695652173913,0.77721,0.98642,1334.81934,7095.33594
KDD-TSAD,084_UCR_Anomaly_DISTORTEDs20101mML2,0.0,0.6735550836711748,0.8639551990547865,0.8496528769127837,0.1801426698236167,0.0292682926829268,0.0186335403726708,0.0681818181818181,0.74389,1.51514,3322.37012,9126.60938
KDD-TSAD,085_UCR_Anomaly_DISTORTEDs20101m,0.0,0.641798455432078,0.6987965775147498,0.5459163991881101,0.0052422027998599,0.0078048780487804,0.0049689440993788,0.0181818181818181,0.91551,1.3378,2876.61621,9126.60938
KDD-TSAD,086_UCR_Anomaly_DISTORTEDsddb49,0.0,0.6166703038636997,0.5613814729112536,0.5881504872921146,0.0056939929659991,0.015030303030303,0.0096124031007751,0.0344444444444444,1.13488,2.31128,5317.05762,18189.10938
KDD-TSAD,087_UCR_Anomaly_DISTORTEDsel840mECG1,0.0,0.664285077426996,0.7731618446352875,0.5285799122999757,0.0103374773387146,0.0116169544740973,0.0075913007796471,0.0247326203208556,0.90757,2.17787,4525.12402,13657.85938
KDD-TSAD,088_UCR_Anomaly_DISTORTEDsel840mECG2,0.0,0.6377985865457586,0.6177264214632955,0.4453589347029181,0.0062874912281362,0.0082358754735628,0.0053939760075947,0.0174070463723715,1.11838,1.73774,5259.44043,12978.39844
KDD-TSAD,093_UCR_Anomaly_NOISE1sddb40,0.0,0.6726633411504935,0.7225073659594213,0.6494298540690316,0.0473868635545426,0.0565116279069767,0.037338660110633,0.1161567877629063,1.67069,2.70969,8651.22168,18142.66406
KDD-TSAD,094_UCR_Anomaly_NOISEBIDMC1,0.0,0.7006224823939048,0.744274498489772,0.590451590164412,0.0821222449038183,0.0353846153846153,0.0249999999999999,0.0605263157894736,0.77638,0.45981,1088.53418,2642.21094
KDD-TSAD,095_UCR_Anomaly_NOISECIMIS44AirTemperature4,0.0,0.7896435839041859,0.7794859492361643,0.7681584002227227,0.0397930384267863,0.0922722029988465,0.0601684717208182,0.1978239366963402,0.81249,0.33775,1428.25684,1981.38281
KDD-TSAD,096_UCR_Anomaly_NOISEECG4,0.0,0.6734915182080693,0.6937305662430981,0.6107565236487265,0.0129695148628512,0.01,0.0065573770491803,0.0210526315789473,0.73374,1.19515,1627.7373,7095.33594
KDD-TSAD,097_UCR_Anomaly_NOISEGP711MarkerLFM5z3,0.0,0.6625051408018959,0.5332380746262675,0.8045752782125813,0.0212896281752022,0.0321285140562249,0.0206398348813209,0.072463768115942,0.56929,0.46964,1815.89648,2878.87207
KDD-TSAD,098_UCR_Anomaly_NOISEInternalBleeding16,0.0,0.6537324641763005,0.130511028900607,0.8256885162217159,0.0337825771776369,0.0,0.0,0.0,0.70322,0.30726,761.3623,1815.96875
KDD-TSAD,099_UCR_Anomaly_NOISEInternalBleeding6,0.0,0.6613021956490039,0.7339145660896632,0.5853099969053518,0.1091633407894169,0.0825190010857763,0.0590245417831624,0.1370851370851371,0.56309,0.21038,844.66504,1853.02344
KDD-TSAD,100_UCR_Anomaly_NOISELab2Cmac011215EPG1,0.0,0.666232061626761,0.8593005876521302,0.8325096041558496,0.2433079379628506,0.0255653883972468,0.0161772025883524,0.0609184629803186,0.80791,1.06347,1678.80664,7095.57031
KDD-TSAD,101_UCR_Anomaly_NOISELab2Cmac011215EPG4,0.0,0.6654839844271401,0.783109950530796,0.5998355157149173,0.0241218154455884,0.0261396238444373,0.0168613258759664,0.0581230507513467,0.8425,1.01301,1915.90527,7110.80469
KDD-TSAD,102_UCR_Anomaly_NOISEMesoplodonDensirostris,0.0,0.7367575119790437,0.6980610439432744,0.6413842470372308,0.0198294417705379,0.025885039969547,0.0169525329078579,0.0547151593176697,0.92623,0.76999,2893.93945,5845.41406
KDD-TSAD,103_UCR_Anomaly_NOISETkeepThirdMARS,0.0,0.6730363070117844,0.7334355999656987,0.6422846407408997,0.162741276330506,0.0374288039056143,0.024881003894418,0.0755088640840446,0.62761,0.35611,1328.5332,2714.39844
KDD-TSAD,104_UCR_Anomaly_NOISEapneaecg4,0.0,0.6573170881968499,0.6215938457064046,0.4090134967118557,0.0033408945577643,0.0,0.0,0.0,0.71419,1.32625,1824.26953,8734.42969
